,601,602,700,701,702,142,143,SPY,QQQ,^RUT,IEI,LQD,GSG,GLD,OIL
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2021-11-05,,,,,,,,449.7052917480469,391.3273620605469,2437.080078125,123.3259048461914,122.59686279296875,17.6299991607666,169.83999633789062,24.399999618530273
2021-11-07,394.31,392.89,512.68,284.99,328.64,1891.74,2277.15,,,,,,,,
2021-11-08,394.03,392.48,512.44,284.99,328.66,1892.09,2281.65,450.0892333984375,390.797119140625,2442.739990234375,122.93638610839844,122.3149642944336,17.739999771118164,170.4499969482422,24.649999618530273
2021-11-09,394.25,393.02,513.22,285.03,328.65,1889.01,2270.63,448.6015319824219,388.107177734375,2427.2900390625,123.20243072509766,122.6423110961914,17.860000610351562,171.2899932861328,24.975000381469727
2021-11-10,393.91,392.47,512.19,285.08,328.62,1875.37,2255.86,444.99261474609375,382.4031677246094,2389.580078125,122.43287658691406,121.38751220703125,17.6200008392334,173.14999389648438,24.270000457763672
2021-11-11,393.8,392.33,511.5,285.16,328.63,1889.38,2253.25,445.13653564453125,383.4634704589844,2409.139892578125,122.15734100341797,121.0419921875,17.690000534057617,174.1199951171875,24.260000228881836
2021-11-12,,,,,,,,448.4958801269531,387.49847412109375,2411.780029296875,122.38538360595703,120.9146957397461,17.639999389648438,174.4499969482422,24.100000381469727
2021-11-14,393.98,392.59,511.91,285.13,328.74,1903.32,2277.0,,,,,,,,
2021-11-15,394.55,393.43,512.37,285.34,328.79,1902.8,2276.91,448.6494445800781,387.41009521484375,2400.929931640625,122.2048568725586,119.99635314941406,17.68000030517578,174.17999267578125,24.200000762939453
2021-11-16,395.13,394.47,514.13,285.21,328.89,1898.76,2270.21,450.4251708984375,390.16888427734375,2405.02001953125,122.17633056640625,119.7962875366211,17.68000030517578,172.9199981689453,24.209999084472656
2021-11-17,395.48,395.06,515.11,285.63,328.99,1895.16,2258.76,449.33099365234375,390.3750305175781,2377.010009765625,122.39485168457031,120.27821350097656,17.450000762939453,174.5,23.700000762939453
2021-11-18,395.79,396.08,516.45,285.32,329.01,1901.32,2261.55,450.8570556640625,394.4198913574219,2363.590087890625,122.46135711669922,120.55098724365234,17.510000228881836,173.94000244140625,23.950000762939453
2021-11-19,,,,,,,,450.05084228515625,396.61895751953125,2343.159912109375,122.47088623046875,121.00562286376953,17.239999771118164,172.61000061035156,23.18000030517578
2021-11-21,395.87,396.41,517.29,285.22,328.97,1892.9,2265.61,,,,,,,,
2021-11-22,395.6,396.38,517.48,285.23,328.99,1906.61,2291.39,448.7839050292969,392.0144958496094,2331.35009765625,121.91984558105469,119.95086669921875,17.350000381469727,168.74000549316406,23.489999771118164
2021-11-23,395.62,395.72,516.75,285.31,329.02,1892.1,2278.28,449.3789367675781,390.2277526855469,2327.860107421875,121.78685760498047,119.09613037109375,17.729999542236328,167.27999877929688,24.219999313354492
2021-11-24,396.09,396.03,516.8,285.2,329.01,1885.36,2265.05,450.5787353515625,391.484375,2331.4599609375,121.83434295654297,119.66897583007812,17.65999984741211,167.1199951171875,24.139999389648438
2021-11-25,397.41,397.57,518.92,285.31,329.07,1896.57,2276.25,,,,,,,,
2021-11-26,,,,,,,,440.52947998046875,384.06231689453125,2245.93994140625,122.72737884521484,120.64189910888672,16.510000228881836,166.85000610351562,21.3700008392334
2021-11-28,397.25,398.38,520.46,285.25,329.07,1868.41,2235.44,,,,,,,,
2021-11-29,397.27,398.39,520.4,285.25,329.14,1878.08,2258.06,445.9332275390625,392.3973693847656,2241.97998046875,122.71788024902344,120.72374725341797,16.469999313354492,166.6199951171875,21.59000015258789
2021-11-30,397.04,398.77,521.44,285.45,329.25,1863.85,2242.84,437.2564392089844,386.634521484375,2198.909912109375,122.87939453125,120.98744201660156,15.960000038146973,165.5,20.559999465942383
2021-12-01,396.13,397.37,519.96,285.45,329.2,1889.6,2270.36,432.3997802734375,380.0567626953125,2147.419921875,122.98967742919922,121.00469970703125,15.75,166.16000366210938,20.25
2021-12-02,395.68,397.71,520.79,285.44,329.2,1869.86,2233.15,439.0224609375,382.79583740234375,2206.330078125,122.65694427490234,121.28710174560547,16.010000228881836,165.24000549316406,20.8799991607666
2021-12-03,,,,,,,,435.202392578125,376.1395263671875,2159.31005859375,122.98967742919922,122.29820251464844,15.960000038146973,166.6300048828125,20.610000610351562
2021-12-05,395.85,398.05,521.69,285.46,329.24,1866.1,2230.54,,,,,,,,
2021-12-06,396.56,398.47,522.09,285.45,329.28,1884.16,2246.21,440.35662841796875,379.1535339355469,2203.47998046875,122.66644287109375,121.67881774902344,16.34000015258789,166.22000122070312,21.75
2021-12-07,396.75,398.06,521.01,285.55,329.2,1913.41,2303.81,449.46533203125,390.5713806152344,2253.7900390625,122.3527603149414,121.7334213256836,16.530000686645508,166.80999755859375,22.15999984741211
2021-12-08,396.35,397.15,519.79,285.54,329.18,1908.22,2288.58,450.655517578125,392.3188171386719,2271.7099609375,122.23865509033203,120.92273712158203,16.719999313354492,166.89999389648438,22.56999969482422
2021-12-09,397.2,398.23,520.83,285.47,329.17,1906.21,2289.53,447.6128845214844,386.5461730957031,2220.2099609375,122.3242416381836,120.82255554199219,16.420000076293945,165.8800048828125,21.899999618530273
2021-12-10,,,,,,,,451.82647705078125,390.7480773925781,2211.81005859375,122.38127899169922,120.95922088623047,16.6200008392334,166.5800018310547,22.420000076293945
2021-12-12,397.05,398.05,520.28,285.62,329.25,1902.42,2279.46,,,,,,,,
2021-12-13,397.23,398.36,520.45,285.55,329.21,1888.9,2261.79,447.82403564453125,385.1029357910156,2180.5,122.6284408569336,121.50572967529297,16.520000457763672,167.0,22.079999923706055
2021-12-14,396.73,397.75,519.58,285.47,329.17,1886.15,2252.63,444.7430114746094,381.1170654296875,2159.64990234375,122.4668197631836,120.95922088623047,16.389999389648438,165.44000244140625,21.829999923706055
2021-12-15,396.59,397.15,518.7,285.3,329.16,1887.48,2249.8,451.692138671875,389.8055725097656,2195.2099609375,122.44782257080078,121.11404418945312,16.479999542236328,166.14999389648438,22.170000076293945
2021-12-16,396.91,397.17,519.5,285.3,329.2,1911.14,2277.45,447.7088928222656,379.7818603515625,2152.4599609375,122.7835922241211,121.1103744506836,16.59000015258789,168.16000366210938,22.270000457763672
2021-12-17,,,,,,,,442.9439697265625,377.8870849609375,2173.929931640625,122.83116912841797,121.393310546875,16.40999984741211,167.8000030517578,21.81999969482422
2021-12-19,396.65,397.29,519.68,285.43,329.2,1899.79,2263.55,,,,,,,,
2021-12-20,395.78,397.12,520.01,285.38,329.19,1872.7,2208.29,438.2339172363281,374.221435546875,2139.8701171875,122.87871551513672,120.8639907836914,16.219999313354492,167.08999633789062,21.450000762939453
2021-12-21,395.25,396.04,518.64,285.31,329.18,1897.2,2245.73,446.01654052734375,382.59661865234375,2202.949951171875,122.58384704589844,121.10127258300781,16.639999389648438,167.02000427246094,22.25
2021-12-22,395.14,395.86,518.24,285.37,329.17,1922.03,2269.65,450.4761657714844,387.2561950683594,2221.89990234375,122.60287475585938,121.2929458618164,16.920000076293945,168.58999633789062,22.65999984741211
2021-12-23,395.32,395.5,517.56,285.39,329.17,1949.34,2291.15,453.2790222167969,390.1756896972656,2241.580078125,122.49825286865234,121.1103744506836,17.040000915527344,168.97000122070312,22.950000762939453
2021-12-26,395.71,395.69,517.67,285.43,329.18,1960.3,2295.69,,,,,,,,
2021-12-27,395.98,395.85,517.98,285.54,329.18,1964.82,2302.2,459.6939392089844,396.6242370605469,2261.4599609375,122.45067596435547,121.46633911132812,17.290000915527344,169.3699951171875,23.549999237060547
2021-12-28,396.66,396.61,518.64,285.59,329.15,1986.37,2312.32,459.3182678222656,394.78594970703125,2246.510009765625,122.48870849609375,121.31118774414062,17.25,168.63999938964844,23.540000915527344
2021-12-29,396.48,396.04,517.83,285.6,329.15,1975.42,2309.0,459.90582275390625,394.7269592285156,2249.239990234375,122.27947235107422,120.64495849609375,17.31999969482422,168.58999633789062,23.700000762939453
2021-12-30,396.51,396.16,517.61,285.66,329.18,1978.06,2329.56,458.63433837890625,393.54742431640625,2248.7900390625,122.4316635131836,121.128662109375,17.239999771118164,169.8000030517578,23.700000762939453
2021-12-31,,,,,,,,457.4785461425781,391.08990478515625,2245.31005859375,122.39359283447266,120.94611358642578,17.110000610351562,170.9600067138672,23.479999542236328
2022-01-02,397.54,397.11,518.36,285.9,329.27,1987.86,2365.67,,,,,,,,
2022-01-03,397.96,397.18,517.86,285.59,329.22,1994.41,2398.57,460.1273498535156,394.85479736328125,2272.56005859375,121.87994384765625,119.65928649902344,17.18000030517578,168.3300018310547,23.6648006439209
2022-01-04,398.41,397.7,517.81,285.67,329.23,2002.43,2385.68,459.97320556640625,389.7333068847656,2268.8701171875,121.91799926757812,119.75965118408203,17.3700008392334,169.57000732421875,24.010000228881836
2022-01-05,398.51,398.03,517.78,285.9,329.22,2016.23,2412.32,451.1407470703125,377.76025390625,2194.0,121.54702758789062,119.056884765625,17.389999389648438,169.05999755859375,23.8700008392334
2022-01-06,397.6,396.87,516.43,285.78,329.2,2003.52,2384.86,450.71697998046875,377.49481201171875,2206.3701171875,121.29967498779297,118.90178680419922,17.600000381469727,166.99000549316406,24.56999969482422
2022-01-07,,,,,,,,448.93505859375,373.405517578125,2179.81005859375,121.12848663330078,118.39065551757812,17.649999618530273,167.75,24.420000076293945
2022-01-09,396.66,395.92,515.26,285.8,329.2,1988.65,2376.13,,,,,,,,
2022-01-10,396.17,395.48,514.38,285.59,329.02,1984.44,2357.37,448.37640380859375,373.65130615234375,2171.14990234375,121.01433563232422,118.28115844726562,17.559999465942383,168.25999450683594,24.200000762939453
2022-01-11,395.75,395.12,513.92,285.51,329.06,2022.16,2403.49,452.46038818359375,379.26422119140625,2194.0,121.11896514892578,118.6370849609375,17.989999771118164,170.2899932861328,25.170000076293945
2022-01-12,395.96,395.24,513.73,285.56,329.01,2055.55,2435.1,453.6835632324219,380.76824951171875,2176.06005859375,121.176025390625,118.55494689941406,18.190000534057617,170.74000549316406,25.40999984741211
2022-01-13,395.94,395.22,513.98,285.62,329.02,2071.1,2445.65,447.4324645996094,371.2429504394531,2159.43994140625,121.36625671386719,118.92913818359375,17.969999313354492,170.16000366210938,25.18000030517578
2022-01-14,,,,,,,,447.6154479980469,373.552978515625,2162.4599609375,120.90969848632812,117.87959289550781,18.31999969482422,169.6699981689453,25.889999389648438
2022-01-16,395.24,394.24,512.06,285.64,328.88,2055.9,2438.86,,,,,,,,
2022-01-17,394.42,393.05,510.47,285.59,328.76,2055.11,2452.87,,,,,,,,
2022-01-18,393.81,392.58,510.09,285.59,328.74,2028.18,2431.43,439.6883544921875,364.2536926269531,2096.22998046875,120.33895874023438,116.7569808959961,18.530000686645508,169.38999938964844,26.34000015258789
2022-01-19,393.51,392.34,510.13,285.65,328.66,2015.01,2422.37,435.1228332519531,360.2529296875,2062.780029296875,120.51018524169922,116.93952941894531,18.6200008392334,172.0800018310547,26.43000030517578
2022-01-20,393.94,392.86,511.08,285.61,328.7,2019.39,2440.25,430.30682373046875,355.5738220214844,2024.0400390625,120.60530853271484,116.87565612792969,18.559999465942383,171.64999389648438,26.15999984741211
2022-01-21,,,,,,,,421.8596496582031,345.7142028808594,1987.9200439453125,120.93822479248047,117.64228057861328,18.56999969482422,171.08999633789062,26.18000030517578
2022-01-23,392.67,392.06,510.64,285.68,328.67,1958.05,2374.97,,,,,,,,
2022-01-24,391.12,390.67,509.64,285.57,328.67,1888.73,2280.53,423.65118408203125,347.29681396484375,2033.510009765625,120.97627258300781,117.2772216796875,18.469999313354492,172.02999877929688,25.989999771118164
2022-01-25,391.03,390.65,509.01,285.49,328.71,1894.91,2303.4,418.4788818359375,339.2459411621094,2004.030029296875,120.89067840576172,116.94866180419922,18.670000076293945,172.5800018310547,26.31999969482422
2022-01-26,391.67,390.7,508.77,285.43,328.76,1937.13,2364.68,417.428955078125,338.71514892578125,1976.4599609375,120.31993865966797,116.1546401977539,18.81999969482422,169.7899932861328,26.559999465942383
2022-01-27,390.97,390.26,508.67,285.44,328.72,1917.22,2371.13,415.36773681640625,335.3041687011719,1931.2900390625,120.38652038574219,116.4193344116211,18.920000076293945,167.60000610351562,26.670000076293945
2022-01-28,,,,,,,,425.6835632324219,345.82232666015625,1968.510009765625,120.60530853271484,116.54708099365234,19.020000457763672,167.10000610351562,26.719999313354492
2022-01-30,391.71,390.91,509.34,285.49,328.76,1918.66,2394.11,,,,,,,,
2022-01-31,390.14,389.14,507.59,285.41,328.68,1917.18,2401.88,433.3505859375,356.881103515625,2028.449951171875,120.64335632324219,116.6018295288086,19.1200008392334,168.08999633789062,26.889999389648438
2022-02-01,389.3,387.83,506.77,285.41,328.69,1915.79,2428.15,436.2786560058594,359.3092041015625,2050.739990234375,120.55863189697266,116.7956771850586,19.260000228881836,168.22999572753906,26.8799991607666
2022-02-02,389.09,387.22,506.31,285.65,328.7,1935.85,2454.22,440.5166931152344,362.2287292480469,2029.52001953125,120.701416015625,116.8048324584961,19.31999969482422,168.83999633789062,26.93000030517578
2022-02-03,387.78,385.51,504.57,285.53,328.61,1930.53,2414.11,430.1623229980469,347.5425720214844,1991.030029296875,120.4158706665039,115.86300659179688,19.399999618530273,168.60000610351562,27.350000381469727
2022-02-04,,,,,,,,432.18505859375,351.92681884765625,2002.3599853515625,119.75910949707031,114.71086883544922,19.670000076293945,168.86000061035156,28.030000686645508
2022-02-06,386.25,383.66,502.6,285.56,328.59,1927.84,2419.65,,,,,,,,
2022-02-07,386.78,384.43,503.39,285.68,328.42,1932.12,2410.09,430.798095703125,349.09576416015625,2012.5999755859375,119.81622314453125,114.92117309570312,19.6299991607666,170.11000061035156,27.860000610351562
2022-02-08,387.38,385.09,504.36,285.6,328.33,1939.39,2376.69,434.3426208496094,353.0179748535156,2045.3699951171875,119.5496826171875,114.49142456054688,19.40999984741211,170.6300048828125,27.3700008392334
2022-02-09,388.53,385.97,505.13,285.45,328.3,1986.67,2419.19,440.6997375488281,360.4986572265625,2083.5,119.5496826171875,114.87545013427734,19.6299991607666,171.2100067138672,27.549999237060547
2022-02-10,388.5,385.56,504.31,285.43,328.18,1986.66,2420.54,432.7822570800781,352.33966064453125,2051.159912109375,118.62642669677734,113.31182861328125,19.5,170.55999755859375,27.530000686645508
2022-02-11,,,,,,,,424.24835205078125,341.162841796875,2030.1500244140625,119.41643524169922,114.1530990600586,19.93000030517578,173.80999755859375,28.299999237060547
2022-02-13,387.96,385.45,503.95,285.6,328.06,1926.48,2337.6,,,,,,,,
2022-02-14,387.39,384.75,503.41,285.6,328.05,1950.98,2350.9,422.8613586425781,341.5855712890625,2020.7900390625,118.90248107910156,113.13811492919922,20.059999465942383,174.74000549316406,28.559999465942383
2022-02-15,387.73,384.64,503.65,285.39,328.06,1977.32,2380.21,429.6807861328125,350.0787353515625,2076.4599609375,118.80729675292969,112.57120513916016,19.700000762939453,173.0800018310547,27.540000915527344
2022-02-16,387.57,384.47,503.41,285.51,327.92,1991.63,2425.41,430.1623229980469,349.99029541015625,2079.31005859375,119.04523468017578,112.73579406738281,19.6299991607666,174.86000061035156,27.200000762939453
2022-02-17,388.16,385.45,504.93,285.63,327.92,1979.84,2418.13,420.9735107421875,339.5802001953125,2028.0899658203125,119.36886596679688,112.81808471679688,19.770000457763672,177.25,27.65999984741211
2022-02-18,,,,,,,,418.24761962890625,335.7071533203125,2009.3299560546875,119.52116394042969,113.0923843383789,19.84000015258789,177.1199951171875,27.950000762939453
2022-02-20,387.87,385.39,505.12,285.64,327.97,1962.73,2402.36,,,,,,,,
2022-02-21,387.33,384.23,503.83,285.63,327.82,1972.89,2408.53,,,,,,,,
2022-02-22,385.73,382.33,501.62,285.59,327.54,1978.71,2408.32,413.75921630859375,332.33544921875,1980.1700439453125,119.41643524169922,112.94609832763672,20.170000076293945,177.49000549316406,28.239999771118164
2022-02-23,383.79,380.24,498.92,285.42,327.21,1985.17,2387.08,406.4196472167969,323.82269287109375,1944.0899658203125,119.12137603759766,111.9219741821289,20.280000686645508,178.2899932861328,28.530000686645508
2022-02-24,383.16,380.49,498.53,285.19,327.11,1927.41,2307.08,412.535888671875,334.7044677734375,1996.010009765625,119.34980773925781,112.45233917236328,20.579999923706055,177.13999938964844,28.579999923706055
2022-02-25,,,,,,,,421.6380920410156,339.894775390625,2040.9300537109375,119.32125091552734,112.90953063964844,20.229999542236328,176.5500030517578,28.239999771118164
2022-02-27,383.14,379.91,497.7,285.17,327.19,1961.19,2343.92,,,,,,,,
2022-02-28,384.07,380.8,497.9,285.21,327.19,1973.02,2351.77,420.5593566894531,340.9072570800781,2048.090087890625,120.08271026611328,114.11650085449219,20.809999465942383,178.3800048828125,29.079999923706055
2022-03-01,385.75,382.29,499.63,285.2,327.35,1953.28,2357.32,414.1541748046875,335.6875,2008.510009765625,120.88179779052734,114.50686645507812,22.06999969482422,181.6199951171875,31.190000534057617
2022-03-02,386.15,382.27,499.23,285.02,327.37,1958.29,2379.86,421.7729797363281,341.3201599121094,2058.8701171875,119.78651428222656,112.76592254638672,23.190000534057617,179.72999572753906,33.040000915527344
2022-03-03,386.88,382.52,498.14,285.13,327.4,1943.51,2363.61,419.67315673828125,336.4444274902344,2032.4100341796875,120.00557708740234,113.17825317382812,23.229999542236328,180.8000030517578,32.439998626708984
2022-03-04,,,,,,,,416.2635192871094,331.56866455078125,2000.9000244140625,120.5770263671875,113.28819274902344,24.260000228881836,183.67999267578125,34.400001525878906
2022-03-06,387.56,383.17,498.38,285.17,327.36,1944.87,2338.08,,,,,,,,
2022-03-07,387.4,382.95,496.98,284.99,327.1,1935.95,2305.28,403.9924011230469,319.3400573730469,1951.3299560546875,120.1675033569336,111.9137954711914,24.90999984741211,186.41000366210938,35.970001220703125
2022-03-08,387.21,382.94,496.33,285.02,327.2,1915.64,2284.08,400.9294738769531,317.8557434082031,1963.010009765625,119.68175506591797,111.24490356445312,25.850000381469727,191.50999450683594,37.2599983215332
2022-03-09,386.52,382.59,496.94,285.2,327.19,1948.91,2336.86,411.6787109375,329.2979736328125,2016.2900390625,119.31033325195312,111.43731689453125,23.079999923706055,185.82000732421875,32.75
2022-03-10,385.23,381.57,496.26,285.24,327.06,1930.4,2334.81,409.8197326660156,325.64117431640625,2011.6700439453125,118.99600982666016,110.16370391845703,22.579999923706055,186.39999389648438,31.850000381469727
2022-03-11,,,,,,,,404.6088562011719,318.8879089355469,1979.6700439453125,118.8912582397461,110.11790466308594,23.0,185.08999633789062,33.099998474121094
2022-03-13,384.7,381.13,494.63,285.2,327.04,1901.26,2298.62,,,,,,,,
2022-03-14,383.99,380.4,493.61,285.15,327.0,1912.78,2290.3,401.6518249511719,312.76373291015625,1941.719970703125,118.0245361328125,108.52357482910156,22.100000381469727,182.3000030517578,31.579999923706055
2022-03-15,384.6,381.09,494.44,285.12,327.18,1930.0,2265.88,410.4843444824219,322.57415771484375,1968.969970703125,117.9959487915039,109.37572479248047,21.459999084472656,178.88999938964844,29.739999771118164
2022-03-16,385.54,381.06,492.7,285.29,327.02,1961.07,2310.56,419.5865173339844,334.5373840332031,2030.719970703125,117.78642272949219,110.310302734375,21.290000915527344,180.00999450683594,29.579999923706055
2022-03-17,,,,,,,,424.8359069824219,338.58746337890625,2065.02001953125,117.6911849975586,111.39151000976562,22.5,180.88999938964844,31.979999542236328
2022-03-18,,,,,,,,429.48907470703125,345.51763916015625,2086.139892578125,117.75786590576172,111.61144256591797,22.700000762939453,179.3000030517578,32.33000183105469
2022-03-20,386.6,382.19,493.45,285.17,327.01,2007.23,2360.32,,,,,,,,
2022-03-21,385.48,380.85,491.27,285.15,326.71,2005.91,2367.11,429.36346435546875,344.5570373535156,2065.93994140625,116.76732635498047,110.06292724609375,23.81999969482422,180.6699981689453,34.56999969482422
2022-03-22,384.29,379.27,489.0,285.13,326.47,2022.65,2393.4,434.38763427734375,351.3284606933594,2088.340087890625,116.41492462158203,109.79720306396484,23.649999618530273,179.36000061035156,34.245399475097656
2022-03-23,384.29,378.68,489.62,285.18,326.54,2027.57,2392.85,428.79339599609375,346.2794189453125,2052.2099609375,116.84353637695312,110.1087417602539,24.489999771118164,181.80999755859375,35.72999954223633
2022-03-24,382.51,376.78,488.15,285.29,326.29,2036.49,2398.84,435.2572021484375,353.9760437011719,2075.43994140625,116.52923583984375,110.15455627441406,24.190000534057617,183.1300048828125,34.849998474121094
2022-03-25,,,,,,,,437.3827819824219,353.6807861328125,2077.97998046875,115.64346313476562,109.2840805053711,24.3799991607666,182.3800048828125,35.2599983215332
2022-03-27,380.28,374.54,485.34,285.26,325.89,2035.17,2391.89,,,,,,,,
2022-03-28,380.62,375.41,486.37,285.23,325.94,2030.08,2391.99,440.493896484375,359.1530456542969,2078.06005859375,115.70063781738281,109.88883972167969,22.969999313354492,179.05999755859375,32.61000061035156
2022-03-29,380.44,375.78,487.75,285.2,326.04,2036.25,2406.88,445.9432067871094,365.3340148925781,2133.10009765625,115.98633575439453,110.81427764892578,23.049999237060547,179.13999938964844,33.13999938964844
2022-03-30,381.73,377.47,490.03,285.3,326.03,2042.44,2397.59,443.1895751953125,361.298583984375,2091.070068359375,116.24352264404297,111.0708236694336,23.420000076293945,180.5800018310547,33.91999816894531
2022-03-31,383.11,379.28,491.77,285.4,326.31,2021.28,2382.24,436.3683166503906,356.8204040527344,2070.1298828125,116.24352264404297,110.81427764892578,22.649999618530273,180.64999389648438,32.2400016784668
2022-04-01,,,,,,,,437.6051025390625,356.141357421875,2091.110107421875,115.64968872070312,111.1861343383789,22.610000610351562,179.5,32.13999938964844
2022-04-03,383.01,378.98,491.15,285.33,326.22,2030.36,2410.96,,,,,,,,
2022-04-04,383.71,379.92,492.38,285.36,326.39,2043.65,2460.98,441.3538818359375,363.4737854003906,2095.43994140625,115.7354736328125,111.57176971435547,23.139999389648438,180.3699951171875,33.2599983215332
2022-04-05,383.58,379.71,491.73,285.41,326.35,2059.11,2475.35,435.7789306640625,355.40313720703125,2046.0400390625,114.9347915649414,109.61599731445312,22.770000457763672,179.24000549316406,32.54999923706055
2022-04-06,382.86,379.34,490.65,285.37,326.21,2028.28,2432.66,431.42144775390625,347.6868896484375,2016.93994140625,114.9347915649414,108.97322845458984,22.420000076293945,179.66000366210938,31.649999618530273
2022-04-07,382.8,379.33,490.15,285.37,326.09,2034.51,2417.72,433.5953063964844,348.51361083984375,2009.800048828125,115.03011322021484,108.46822357177734,22.360000610351562,180.33999633789062,31.780000686645508
2022-04-08,,,,,,,,432.43597412109375,343.64166259765625,1994.56005859375,114.66790771484375,107.61429595947266,22.6200008392334,181.47000122070312,32.04079818725586
2022-04-10,382.14,378.41,488.71,285.44,325.83,2033.77,2422.14,,,,,,,,
2022-04-11,381.02,377.31,487.35,285.55,325.83,2023.6,2390.99,425.04461669921875,335.51202392578125,1980.3199462890625,114.5249252319336,106.56755065917969,22.260000228881836,182.3699951171875,31.100000381469727
2022-04-12,379.92,376.46,486.42,285.48,325.81,2023.75,2414.33,423.4697570800781,334.0947570800781,1986.93994140625,115.0968246459961,106.64100646972656,23.110000610351562,183.77000427246094,32.81999969482422
2022-04-13,380.06,376.76,487.13,285.73,325.88,2026.33,2402.07,428.3199462890625,340.88580322265625,2025.0999755859375,115.26839447021484,107.19190979003906,23.760000228881836,184.64999389648438,33.689998626708984
2022-04-14,380.18,376.42,487.39,285.61,325.97,2039.69,2413.07,422.98663330078125,333.09075927734375,2004.97998046875,114.63928985595703,105.94316101074219,24.059999465942383,184.0399932861328,34.150001525878906
2022-04-17,380.64,376.58,487.51,285.47,326.05,2043.76,2424.01,,,,,,,,
2022-04-18,380.81,376.33,487.63,285.47,326.09,2046.88,2430.49,423.1605224609375,333.3467102050781,1990.1300048828125,114.5344467163086,105.1351318359375,24.450000762939453,184.61000061035156,34.470001220703125
2022-04-19,380.88,376.17,487.24,285.51,326.08,2051.48,2463.55,429.9914855957031,340.7972412109375,2030.77001953125,113.93394470214844,104.29956817626953,23.639999389648438,181.82000732421875,33.029998779296875
2022-04-20,381.44,376.67,487.74,285.59,326.18,2055.66,2485.93,429.6726379394531,335.826904296875,2038.18994140625,114.2866439819336,105.38304901123047,23.719999313354492,182.7100067138672,33.22999954223633
2022-04-21,,,,,,,,423.2475280761719,328.8782958984375,1991.4599609375,113.81957244873047,104.2628402709961,23.760000228881836,182.05999755859375,33.61000061035156
2022-04-22,,,,,,,,411.6339416503906,320.2663879394531,1940.6600341796875,113.86721801757812,104.14347076416016,23.350000381469727,180.2899932861328,32.79999923706055
2022-04-24,380.7,376.2,486.81,285.65,326.03,2021.81,2444.63,,,,,,,,
2022-04-25,380.8,376.91,487.78,285.62,326.09,2006.48,2433.64,414.02044677734375,324.3804016113281,1954.199951171875,114.3056640625,105.3004150390625,23.079999923706055,177.0500030517578,32.09000015258789
2022-04-26,381.0,377.08,488.21,285.68,326.13,2004.95,2440.02,402.0300598144531,312.1367492675781,1890.469970703125,114.82992553710938,105.24530029296875,23.43000030517578,177.32000732421875,32.79999923706055
2022-04-27,380.4,376.85,488.1,285.51,326.15,1994.03,2414.41,403.1604919433594,311.7626953125,1884.0400390625,114.55352783203125,104.23526763916016,23.600000381469727,175.97999572753906,32.7599983215332
2022-04-28,380.71,377.38,488.84,285.52,326.13,2016.87,2436.64,413.3440856933594,322.835205078125,1917.93994140625,114.38192749023438,104.54747009277344,23.889999389648438,176.92999267578125,33.345401763916016
2022-04-29,,,,,,,,398.0686950683594,308.30804443359375,1864.0999755859375,113.9530029296875,103.3905258178711,23.68000030517578,176.91000366210938,33.04999923706055
2022-05-01,379.48,376.55,487.92,285.65,326.08,1985.71,2389.65,,,,,,,,
2022-05-02,377.95,375.52,486.99,285.49,326.02,1941.71,2310.63,400.46484375,313.4555358886719,1882.9100341796875,113.53804016113281,102.77761840820312,24.059999465942383,173.6300048828125,33.5099983215332
2022-05-03,378.38,375.73,487.61,285.92,326.13,1936.56,2323.06,402.30059814453125,313.7901916503906,1898.8599853515625,113.58573913574219,103.44023132324219,23.559999465942383,174.08999633789062,32.84000015258789
2022-05-04,,,,,,,,414.55181884765625,324.40008544921875,1949.9200439453125,114.20580291748047,104.45252990722656,24.43000030517578,175.8000030517578,34.41999816894531
2022-05-05,,,,,,,,399.81744384765625,308.06201171875,1871.1500244140625,113.60482025146484,102.85123443603516,24.329999923706055,175.1300048828125,34.529998779296875
2022-05-06,,,,,,,,397.4309997558594,304.37115478515625,1839.56005859375,113.34724426269531,101.97698211669922,24.3700008392334,175.4199981689453,35.33000183105469
2022-05-08,376.49,373.7,485.15,285.5,325.93,1881.19,2267.83,,,,,,,,
2022-05-09,375.27,372.46,482.94,285.42,326.18,1857.27,2213.52,384.7063293457031,292.4620056152344,1762.0799560546875,113.97687530517578,102.33588409423828,22.969999313354492,172.8800048828125,32.86650085449219
2022-05-10,375.28,372.08,483.22,285.47,326.17,1874.22,2221.35,385.59521484375,296.01513671875,1761.7900390625,114.0913314819336,102.76842498779297,22.850000381469727,171.4199981689453,31.90999984741211
2022-05-11,375.39,371.8,483.45,285.23,326.19,1895.23,2224.02,379.4695739746094,287.2358093261719,1718.1400146484375,114.29166412353516,103.24695587158203,23.579999923706055,172.82000732421875,33.439998626708984
2022-05-12,374.46,370.96,483.64,285.46,326.17,1874.25,2190.54,379.0734558105469,286.5567321777344,1739.3800048828125,114.6064682006836,103.29297637939453,23.729999542236328,170.1699981689453,33.91999816894531
2022-05-13,,,,,,,,388.13629150390625,297.17645263671875,1792.6700439453125,114.33934020996094,102.7500228881836,24.170000076293945,168.7899932861328,34.91999816894531
2022-05-15,374.38,370.64,483.08,285.56,326.17,1892.07,2212.72,,,,,,,,
